_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,classification,classification:confidence,classification_gold,id,text
957442961,finalized,3,5/19/2016 21:08:18,"","",,718034133893537792,رزقك آت.. آت والحب رزق.. والفرح رزق.. وصديقك رزق مسكين من لم يطلب من الرزاق سوى المال.. - إسلام حجي
957442962,finalized,3,5/19/2016 21:13:00,"","",,718034549536661504, للمشاركين في حملة #أمريكا_رأس_الأفعى استعدوا للمرحلة الثانية بقراءة كتاب (كيف تخدم الإسلام بالإعلام): 
957442963,finalized,3,5/19/2016 20:03:45,islamic-faith,1.0,,718035195534958592,من قرأ آية الكرسي دبر كل صلاة لم يكن بينه وبين الجنة إلا الموت .. #القران_الكريم #استغفار
957442964,finalized,3,5/19/2016 21:08:18,syrian-war,1.0,,718035603900784640, مصادر تؤكد بأن المعارضة هاجمت مواقع وسيطرات #الدولة_الإسلامية في جنوب #سوريا تحت قيادة وإشراف ضباط إستخبارات من #الأرد…
957442965,finalized,3,5/19/2016 21:05:25,"","",,718036524407922688,اللهم ان لك عباديقدمون اغلامايملكون انفسهم رخيصة في سبيلك لاعلاكلمتك وتحكيم شرعك في ارضك والذب عن عرض نبيك اللهم وليس لهم سواك ناصرومعين
957442966,finalized,3,5/19/2016 20:02:14,"","",,718036774019272704, كيف لي أن أصف صمود المجاهدين في العيس ..أٌقسم..أني لا أستطيع أن أتخيّل صمودهم وثباتهم. ماهذه العزّة والإباء.. ماهذه البشر لله…
957442967,finalized,3,5/19/2016 20:36:00,none,1.0,,718037126714146816, ?#رسالة لكل مقتدر هذا الصورة للطفل محمد من غزة يعاني من شلل كلي و يتنفس اصطناعيا يحتاج علاجات شهريآ 300دولار ?ساعدوه ht…
957442968,finalized,3,5/19/2016 21:06:02,none,1.0,,718037598892064768, قبيل صدور حكم الاعدام على النازي: ادولف ايخمان طلب ايخمان ان يعتنق الديانة اليهودية وعندما سئل السبب طلب مؤتمر صحفي! 
957442969,finalized,3,5/19/2016 21:08:18,"","",,718037730245132288, أحد مقاتلي الحشد المقدس والمنتسب إلى مليشيا بدر بزعامة هادي يرأس عصابة لخطف الأطفال في #البصرة !!! 
957442970,finalized,3,5/19/2016 20:15:39,"","",,718037909698449408, الإرهاب . امريكان يحتفلون بإلقاء القنبلة الذرية على اليابان عام 1945م التي قتلت 220000 مدني المثير تصميم الكعكة! 
957442971,finalized,3,5/19/2016 20:19:59,"","",,718037966707433472, #حزب_الله صنيعة التحالف الإيراني الإسرائيلي دخول الجيش الايراني الى سوريا تم بموافقة إسرائيل هذه الحقيقة التي يجب ان يع…
957442972,finalized,3,5/19/2016 21:02:18,islamic-faith,1.0,,718038295171764224,ربي إغفر لي 
957442973,finalized,3,5/19/2016 21:06:02,none,1.0,,718038457873010688, السنافر لها قصة غير التي تعرفونها وقصتهامع بيبر كوليفورد! . نتألم كثيرا لإهدارنا فرصة غير مدركين أن الغد أكثر أشراقا 
957442974,finalized,3,5/19/2016 20:29:18,none,1.0,,718038503515246592,اردغان يقدّم قربانه اليوم للغرب ليثبت لهم الولاء والبراء ولكي يَظّلَ محافظاً على عرش تركيا خسِرة البيعة يا اردغان 
957442975,finalized,3,5/19/2016 20:17:31,"","",,718038762836647936, #عاجل مصادر عسكرية: مقتل 15 من القوات العراقية وإصابة نحو 30 في هجومين بملغمتين في حيي العسكري والصناعي في #هيت غربي #الأن…
957442976,finalized,3,5/19/2016 20:14:53,"","",,718038921662304256, بكى عمر المختار حين ماتت زوجته فقالوا له: مايبكيك؟ قال: كانت ترفع باب الخيمة لأدخل فأسألها: لم تفعلين ذلك ؟! فتقول: كي لاتنحني…
957442977,finalized,3,5/19/2016 20:27:31,"","",,718038976955826176, علويون أتراك يعترضون على إنشاء مخيمات للاجئين في قراهم 
957442978,finalized,3,5/19/2016 21:06:25,"","",,718039021633540096, القوات الحكومية مدعومة بالحشد وطيران التحالف تتكبد خسائر اثر فشل محاولتها التقدم من محور المعهد الفني شمال غرب #الفلوجة #…
957442979,finalized,3,5/19/2016 20:26:08,islamic-faith,1.0,,718039050368770048,حسبي الله لا إله إلا هو عليه توكلت وهو رب العرش العظيم 
957442980,finalized,3,5/19/2016 21:18:20,none,1.0,,718039655418097664, شاهد كيف ينفجر بركان فى قاع المحيط طاقه مدمره رهيبه وقوه وعنفوان لا مثيل له فيديو مدهش ? 
957442981,finalized,3,5/19/2016 20:47:45,"","",,718040452201512960, ما تخاف الان يقدم لهم الطعام والشراب ويعتذر لهم والتوصيلة على حساب النصرة وقبلة على فوقها أصل كان الظن انهم من مقاتلين الدولة
957442982,finalized,3,5/19/2016 20:17:21,none,1.0,,718040753306472448, سمفونيات #الصحوجية 
957442983,finalized,3,5/19/2016 20:36:00,"","",,718041576358981632, وماذا عن المناطق التي اغتصبت من وحدات حماية الشعب م.مؤخرا ام اصبحتم اصدقاء..........عملاء
957442984,finalized,3,5/19/2016 20:55:58,"","",,718041675248041984, لوكان الإخوان المسلمين بزمن صلاح الدين الأيوبي لدعشنوه وشكلوا صحوات وحاربوه وتوجهوا بفرسان المعبد لبغداد لتحريرها من الخليفة…
957442985,finalized,3,5/19/2016 21:03:21,"","",,718041688220930048, عاجل | مصادر متطابقة انسحاب رتل قوات النظام السوري لداخل مطار الضمير العسكري بريف دمشق بعد تدمير أكثر من نصف عتاده بيد مقا…
957442986,finalized,3,5/19/2016 20:34:57,"","",,718041750787399680, ناشطون : تنظيم الدولة يسيطر على الكتيبة559 قرب مطار السين بريف دمشق
957442987,finalized,3,5/19/2016 20:02:14,none,1.0,,718042649861693440,قصاب القواعدجية 
957442988,finalized,3,5/19/2016 21:02:18,islamic-faith,1.0,,718044159429505024,اللهم إني أسألك علماً نافعاً ورزقاً طيباً وعملاً متقبل ♻️ 
957442989,finalized,3,5/19/2016 20:19:59,"","",,718044626704269312, اذا بلغ الظلم مداه وكان الحرب علي دين لله و ما للمظلوم غير الله ساعتها يتدخل الاله حمله امنع النقاب #حياتنا_صايره ? 
957442990,finalized,3,5/19/2016 20:47:45,"","",,718045225894158336, عذبوه وقتلوه كما لو كان مصريا من كلمة والدة #جوليو_ريجينى امام البرلمان الايطالى
957442991,finalized,3,5/19/2016 20:11:05,islamic-faith,1.0,,718045350095929344,أستغفر الله وأتوب إليه .?. أستغفر الله وأتوب إليه .?. أستغفر الله وأتوب إليه .?.
957442992,finalized,3,5/19/2016 20:51:19,none,1.0,,718045930965114880,لا تعجب ! ان واحدة شيعية تعمل حملة #امنع_النقاب ان واحد علمانى وملحد يطعن في نص قرآني ونبوى القساوسة ياخدوا... 
957442993,finalized,3,5/19/2016 20:59:16,"","",,718046162851336192,مقاومةوممانعة الموساد الصهيوني يتجول في ضواحي دمشق بحثا عن قبرالجاسوس الصهيونيايلي كوهين وعندما حدد مكانه طلب من الروس نقله إلى تل ابيب
957442994,finalized,3,5/19/2016 21:11:54,"","",,718046317243723776,أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم ♻️ 
957442995,finalized,3,5/19/2016 21:05:25,"","",,718046467248812032, #استطلاع اليوم : ما هو الفكر الذي تؤيده ؟
957442996,finalized,3,5/19/2016 21:01:33,"","",,718048030935683072,كل يوم والبراميل تضرب أهلنا في الشام ولاصوت للأمم المتآمرة. فقد بات واضحا لدى أصحاب العقول أنالهدنةهي طريقة جديدة لإخمادالثورة
957442997,finalized,3,5/19/2016 21:03:54,"","",,718048589197537280,الكفر بالطاغوت شرط فى صحة اسلامك تعلم واقرء وابحث فالأمر جدااا خطيرررر
957442998,finalized,3,5/19/2016 21:09:19,"","",,718049125695111168,تعلم التوحيد واركانها تعلم معنى لااله الاالله وشروطها واركانها تعلم ابحث اسال
957442999,finalized,3,5/19/2016 20:43:07,"","",,718049485574840320,اللهم إني أعوذ بك من عذاب القبر وأعوذ بك من فتنة المسيح الدجال وأعوذ بك من فتنة المحيا وفتنة الممات 
957443000,finalized,3,5/19/2016 20:17:31,"","",,718049978585858048, ؟؟؟؟؟؟؟ اكيد هناك خطأ إملائي مقاتلة داعش ام مقاتلة النظام؟!!!!!!!
957443001,finalized,3,5/19/2016 20:29:20,"","",,718050395302526976,لِتعْلَمَ مصرُ ومَن بالعِراق ومن بالعَوَاصِمِ أنّي الفتى وأنّي وَفَيْتُ وَأنّي أبَيْتُ وَأنّي عَتَوْتُ على من عَتا 
957443002,finalized,3,5/19/2016 21:03:21,"","",,718050622419963904, لا يمن ولا عمان ولا كويت ولا سعودية كلها تروح لإيران اذا ظل العرب يقاتلون المجاهدين
957443003,finalized,3,5/19/2016 20:19:59,none,1.0,,718051270687387648, يقولك حيبقى الرز للركب
957443004,finalized,3,5/19/2016 20:55:21,"","",,718051390019530752, قيادي في حركة احرار الشام يؤكد اسر جبهة النصرة 16 مرتزقا من حزبالة في تلة العيس في حلب
957443005,finalized,3,5/19/2016 20:19:59,none,1.0,,718051772338667520, وحيبقى الرز للركب
957443006,finalized,3,5/19/2016 21:13:00,none,1.0,,718051774247075840,#اخلاء_سبيل_ابورفعه اللهم لك الحمد والشكر .. نبارك له ولأهله الإفراج عنه .. وبيض الله وجه جميع من شارك وطالب وسعى للافراج عنه ..
957443007,finalized,3,5/19/2016 21:05:25,"","",,718052168629141504, ههههههه كل هذا الدعم و انتم جبناء
957443008,finalized,3,5/19/2016 20:29:18,"","",,718052326129401856, تجاهل طبيعة الحرب التي تشنها أمريكا وروسيا في المنطقة كامتداد للحملات الصليبية على العالم الإسلامي لا يغير من حقيقتها وردة من…
957443009,finalized,3,5/19/2016 20:29:20,"","",,718052506086072320,#اخلاء_سبيل_ابورفعه ولا عزاء للعنصريين أمثال وليد النصف وعلي البغلي
957443010,finalized,3,5/19/2016 20:11:05,none,1.0,,718053242354212864,د/ #سعد_الفقيه : لا ينبغى تضخيم #وثائق_بنما لأنها تعتبر تزكية لحكام العرب .. على سبيل المثال الوثائق تتحدث عن... 
957443011,finalized,3,5/19/2016 20:58:20,"","",,718053248226164736,أستغفر الله العظيم وأتوب إليه 
957443012,finalized,3,5/19/2016 21:01:33,none,1.0,,718053521153736704, وحيبقى الرز للركب ?
957443013,finalized,3,5/19/2016 20:59:20,"","",,718053774317719552, ايها الكذاب الأشر انسحاب من تدمر و٢٠٠٠ غارة روسية شو موضوعها؟، وضحكتني من قلت مجاهدي الغوطة ? س/ كم حرب خاضوا ضد النظام؟!!!!
957443014,finalized,3,5/19/2016 20:43:07,islamic-faith,1.0,,718053774711988224,استغفر اللهِ العظيم ..بعدد من .. ذكر ۉشكر ! ااستغفر اللهِ االعظيم .. بعدد من صلى ۉكبر .. 
957443015,finalized,3,5/19/2016 21:03:51,"","",,718053797348552704, هذه سيناء وهذا افعال جيش الكبسة بتاع السيسي. اليس قتال هذا الجيش أولى من قتال الصهاينه. ورب الكعبه أولى. 
957443016,finalized,3,5/19/2016 20:28:21,"","",,718054693788721152,الطحن شغال في دير الزُّور وتقدم في مستمر 
957443017,finalized,3,5/19/2016 20:17:31,is-sympathy,1.0,,718054716337422336, والله ثم والله لو ان عشر معشار غارات الروس على داعش تقع الان على جيش الأفلام لكان انسحب من الكرة الأرضية مو من الغوطة بس
957443018,finalized,3,5/19/2016 20:16:59,none,1.0,,718055246984048640, ما هو المنهج الوسطي التجديدي؟
957443019,finalized,3,5/19/2016 21:05:25,"","",,718055305356132352,(ألا إنهم في مرية من لقاء ربهم ألا إنه بكل شيء محيط) [فصلت:54] 
957443020,finalized,3,5/19/2016 20:55:21,"","",,718055435534786560,ربي ارزقني حلو الحياة و جمال الحظ و سعة الرزق و راحة البال .. #ذكر #دعاء #استغفار
957443021,finalized,3,5/19/2016 20:29:18,none,1.0,,718056857827479552, اذا منعت الصحافيين فقد قضيت على نصف ادوات التجسس واذا منعت عمال الاغاثة فإنه لن يبق من الجواسيس الا زعران أغبياء تم تجنيدهم…
957443022,finalized,3,5/19/2016 20:00:41,"","",,718057251123105792, وين اطلاق النار ؟ ، اني سمعت صوت الستوته بس !
957443023,finalized,3,5/19/2016 20:55:21,none,1.0,,718058049030791168, هلا بيك ياغالي ☺️☺️?
957443024,finalized,3,5/19/2016 21:02:18,islamic-faith,1.0,,718058548580769792,اللهم إني أسألك علماً نافعاً ورزقاً طيباً وعملاً متقبل ♻️ 
957443025,finalized,3,5/19/2016 20:02:14,"","",,718060551734169600, قريبا .. الخوارج في الجنوب بح ..
957443026,finalized,3,5/19/2016 21:13:00,none,1.0,,718060989988610048, نفس الطرح مال رامسفيلد كشكر على المعلومات التي أعطيت للعراق لتحرير الفاو كان يريد قاعدة أميركية الشعبية أو علي
957443027,finalized,3,5/19/2016 20:36:00,none,1.0,,718061214815895552, وعندما رفضها صدام بدأ سيناريو الكويت كلها تحضيرات ل هرمجيدو $
957443028,finalized,3,5/19/2016 20:17:31,none,1.0,,718061973028618240, اسمع يا حيوان ، انت حافظلي كلمتين و صارلك اسبوع اتنطنط بيها ، اتحداك ان تجلب صورة او فيديو يوثق هذا الكذب !
957443029,finalized,3,5/19/2016 21:09:19,"","",,718062271889555456,قسم بالله ما رأيت اجهل من هذا الرويبضة الكذاب ، اتحداك ان تأتي بصورة او فيديو او شهادة لهذا الكذب ! 
957443030,finalized,3,5/19/2016 21:13:00,none,1.0,,718062533056323584, بشائر #تجفيف_منابع_التشيع_الصفوي #الإمارات سجن وترحيل عدد من أنصار حزباله #مصر إيقاف بث قناة المنار #الكويت حظر #هيئة_اليد_…
957443031,finalized,3,5/19/2016 20:19:59,"","",,718063224520892416, محمد من بني حشيش له5أبناءذهب يقاتل مع الحوثي واشيع مقتله.رجع ضمن الأسرى ليتفاجئ أن زوجته تزوجهااخوه بركاتك يالمسيرة? htt…
957443040,finalized,3,5/19/2016 20:31:21,none,1.0,,718063403034615808, مسيرة الطلس
957443041,finalized,3,5/19/2016 20:58:20,none,1.0,,718063464812519424,من سارية السواس و الدبكة و الزمر و عرب عرب و تحية لبو عبدو بغيابو ، الى الخوض في كتاب الله و تفسير آياته و أخذ الدين بما تشتهي اهواؤهم !
957443042,finalized,3,5/19/2016 20:23:38,"","",,718063865892835328, اسأل حبيبك المحيسني ! ، و هو يجيبك حصل أم لم يحصل .
957443043,finalized,3,5/19/2016 21:03:21,"","",,718064201013575680, تصبح حقوقك عند غيرك باطله لاصرت ماتعطي الرجال حقوقها . #سلطان_بن_نادر 
957443044,finalized,3,5/19/2016 20:31:21,"","",,718064627775614976,الحمد لله الذي أطعمنا وسقانا وكفانا وآوانا فكم ممن لا كافي له ولا مؤوي 
957443045,finalized,3,5/19/2016 20:21:29,"","",,718064673753591808, انتم خونة وانذال خليه اتفيدكم امريكا سوف تندمون كما ندم صحوات العراق
957443046,finalized,3,5/19/2016 20:29:20,islamic-faith,1.0,,718065093221695488,﷽ ﴿قل أرأيتكم إن أتاكم عذاب الله أو أتتكم الساعة أغير الله تدعون إن كنتم صادقين﴾ ⬅️ 
957443047,finalized,3,5/19/2016 21:08:18,none,1.0,,718065428489220096, لعلك من الأطفال الذين قدموا حديثاً ، و لك يا منغولي له شهادة مسجلة بحدوث اغتصاب ، و لكن تركنا الكلام للحربات ? !
957443048,finalized,3,5/19/2016 20:55:58,"","",,718065592784318464, العظيم ! . . 
957443049,finalized,3,5/19/2016 20:16:40,"","",,718065801803218944,#تطبيق استغفار 
957443050,finalized,3,5/19/2016 20:47:45,"","",,718065840428593152, تخيل ان تقع بين يدي العدناني ! ، لا تبلع ريقك يا هذا ! ، اطلب اللجوء اسلم :) .
957443051,finalized,3,5/19/2016 21:18:20,none,1.0,,718066014274121728, حرام مسكينه وأنت ايش تبغي من أوراق شجرة الليمون خل تاكلها.. الله سينتقم لها منك ..
957443052,finalized,3,5/19/2016 20:02:14,"","",,718066301546196992, طول بالك ابو عبدو ، نحنا جايين لعنكون !
957443053,finalized,3,5/19/2016 21:07:43,none,1.0,,718066438595035136,سنولى عليهم سفلة قومهم حتى يأتى اليوم الذى تستقبل فيه الشعوب العربية جيش الدفاع الإسرائيلي بالورود والرياحين #هرتزل
957443054,finalized,3,5/19/2016 20:26:08,"","",,718068532655886336, ساعدونا بالنشر.. فيديو مسرب لمقاتلين افغان من لواء فاطميون وهم في منطقة #تدمر في ريف #حمص الشرقي 
957443055,finalized,3,5/19/2016 20:58:20,"","",,718069287647322112,سبحان الله وبحمده أستغفر الله وأتوب إليه 
957443056,finalized,3,5/19/2016 20:43:07,"","",,718069766938836992, لاتحاول ان تكون انسان لايخطئ فهذا مستحيل بل كن انسان يتعلم من أخطائه فهذا عظيم
957443057,finalized,3,5/19/2016 20:59:16,"","",,718070104840384512,﷽ ﴿قل أرأيتكم إن أتاكم عذاب الله أو أتتكم الساعة أغير الله تدعون إن كنتم صادقين﴾ ⬅️ 
957443058,finalized,3,5/19/2016 21:11:54,syrian-war,1.0,,718071368085028864,الجيش الحر يسيطر على بلدتي عدوان وسحم الجولان بعد اشتباكات عنيفة مع حركة المثنى ولواء شهداء اليرموك قبل انسحابهم... 
957443059,finalized,3,5/19/2016 21:08:18,"","",,718072053065187328, #الجيش_السوري_الحر #الجبهة_الجنوبية تحميل طرود الإغاثة لأخذها وتوزيعها على #المهجرين في المنطقة الغربية من #ريف_درعا https:/…
957443060,finalized,3,5/19/2016 21:05:25,"","",,718072111034736640, بسام جعارة: قيادي في حركة أحرار الشام يؤكّد اأسر جبهة النصرة 16 مرتزقاً من حزبالة في تلّة العيس بريف حلب الجنوبي.
957443061,finalized,3,5/19/2016 20:28:21,"","",,718073004329189376, يا فصائل الشام الصادقة والمضللة من لحى المخابرات حكام الاْردن والخليج تأتيهم الأوامر من واشنطن والكيان الغاصب الصهيوني وي…
957443062,finalized,3,5/19/2016 20:58:20,"","",,718073061912813568, #عاجل #الفلوجة قصف مدفعي عنيف على تجمع للجيش في منطقة #العريمية قرب المعهد الفني في محاولة للجيش حفر خنادق خوفاً من تسلل مقات…
957443063,finalized,3,5/19/2016 20:58:20,"","",,718073252363575296, أغبى جماعة في سوريا هي جماعة الجيش الحر، لايصمدون امام اي هجوم من الدولة او الأكراد او النظام او الجولانيين ومع ذلك فهم مزعب…
957443064,finalized,3,5/19/2016 21:09:19,none,1.0,,718073687585529856, هههههه انت حمار كويتي من الصنف النادر ??
957443065,finalized,3,5/19/2016 21:08:18,"","",,718073696259293184,حدثاء الأسنان في دين الله ...
957443066,finalized,3,5/19/2016 20:55:58,"","",,718073750399414272, سُبْحَانَ اللَّه ،ِ وَالْحَمْدُ لِلَّهِ ، وَلا إِلَهَ إِلا اللَّهُ ، وَاللَّهُ أَكْبَرُ
957443067,finalized,3,5/19/2016 21:03:51,"","",,718073875385466880, القوات الحكومية مدعومة بالحشد وطيران التحالف تتكبد خسائر اثر فشل محاولتها التقدم من محور المعهد الفني شمال غرب #الفلوجة #…
957443068,finalized,3,5/19/2016 20:26:08,none,1.0,,718074013654917120,ومن لا يعشق الجلوس هنا? 
957443069,finalized,3,5/19/2016 20:15:39,"","",,718074085788499968, فصائل الضمير جميعها تعلن بيعتها لجماعة الدولة الاسلامية بإستثناء لواء سيف الحق التابع لجيش الاسلام والذي أعلن تنسيقاً مب…
957443070,finalized,3,5/19/2016 20:17:31,"","",,718074100044992512, من عجائب مندوب جيش الاسلام في الضمير قوله أن النظام لن يرضى أن يخسر الضمير.! هل يعني أن الضمير تحت سيطرة النظام بوجودكم…
957443071,finalized,3,5/19/2016 20:55:58,syrian-war,1.0,,718074157133643776, النظام النصيري يعطي مهلة للواء سيف الحق التابع لجيش الاسلام 48 ساعة لإخراج جماعة الدولة الاسلامية من الضميروإلا سيقوم بق…
957443072,finalized,3,5/19/2016 20:59:16,"","",,718074191560458240, علشان الرز
957443073,finalized,3,5/19/2016 20:23:38,"","",,718074195788349440, لواء سيف الحق في الضمير عدده قليل وهم عبارة عن شبيحة النظام وغلاة الصوفية وكثير من العوام الذين لسان حالهم(يلي بيجوز ام…
957443074,finalized,3,5/19/2016 20:14:53,"","",,718074449824780288, مصادر إستخباراتية تقول بأن مشاورات عاجلة جرت مساء الثلاثاء في غرفة قيادة العمليات العسكرية المشتركة المقامة شمال العاصمة…
957443075,finalized,3,5/19/2016 20:15:39,"","",,718074471660318720, المشاورات العاجلة شمال العاصمة الأردنية #عمان كانت بمشاركة ضباط من الولايات المتحدة والجيش الأردني وضباط إسرائيليين وخلي…
957443076,finalized,3,5/19/2016 20:16:40,none,1.0,,718074531617894400, يا عمي ياعمي شلون يعني راحت بصمات ايدي هالكد ما كتبت و رديت على هالصور،يا عمي هسه واحد يسوي باك تراك للصورة و يعرف مكانك! يزي عاد.
957443077,finalized,3,5/19/2016 21:11:54,"","",,718074532964249600, المشاورات العاجلة شمال #عمان جرت للبحث في طريقة وقف مساعي #الدولة_الإسلامية للسيطرة على أجزاء، أكبر من ذي قبل من حدود #س…
957443078,finalized,3,5/19/2016 20:00:41,"","",,718074566434820096, مصادر تؤكد قيام #الأردن بإدخال مجموعة من ضباط الإستخبارات والمتخصصين بحرب العصابات لجنوب #سوريا لتدريبالمعارضة على قتا…
957443079,finalized,3,5/19/2016 20:19:23,"","",,718074631052267520, مصادر تؤكد بأن المعارضة هاجمت مواقع وسيطرات #الدولة_الإسلامية في جنوب #سوريا تحت قيادة وإشراف ضباط إستخبارات من #الأرد…
